"title","genres","tmdb_id","overview","release_year"
"Beaus of Holly","TV Movie, Romance, Comedy",748899,"When Holly boldly proposes to Phil, he confesses he needs to first work things out with a long-ago ex. Having booked a romantic holiday sleigh ride, despondent Holly pours her heart out to sleigh driver, Jake, who takes a refreshing interest in her, until Phil returns.","2020"
"A Warning to the Curious","TV Movie, Horror, Drama",109157,"Paxton, an amateur archeologist, travels to the town of Seaburgh and inadvertently stumbles across one of the lost crowns of Anglia, which, according to legend, protect the county from invasion. On digging the crown up, Paxton is stalked by its supernatural guardian.","1972"
"Rosemont","Drama, TV Movie",257441,"Four people become trapped in the once-vibrant Rosemont Lodge during a blizzard before Christmas.","2015"
"Sugar Plum Twist","TV Movie, Comedy, Romance",877831,"After failing to get the coveted role of the Sugar Plum Fairy in this year's production of The Nutcracker, Vivíana Serrano joins forces with Natalia, to create a surprise reprise of the Dance of the Sugar Plum Fairy...with a Latin twist.","2021"
"The Maltese Holiday","TV Movie, Romance",932105,"Two single travelers travel to Malta in search of adventure, and find love along the way.","2021"
"Letters to Santa 3","Comedy, Romance",480973,"Centered around a group of individuals, who come to experience magical moments over the course of one day. Full of the power of family, love and the spirit of forgiveness. Each individual comes to realize that Christmas, more than any other time of the year, is full of wonder and surprises.","2017"
"Baking Spirits Bright","Romance, Comedy, TV Movie",874199,"Mira Varma takes pride in her family's business of making fruitcakes, despite the decline in its popularity of once being America's most-gifted holiday confection. When Mira's parents decide to hire Brady Phillips and his high-powered marketing company to boost sales for the holidays, Mira must fight to hold on to the heart of the company she loves so much.","2021"
"Blood Type: Blue","Science Fiction, Thriller, Drama",267040,"UFOs appear on Earth, and people who actually see them suddenly find that their blood has turned blue. Soon panic and hysteria result in the new ""blue-bloods"" being persecuted by the rest of mankind, and eventually certain all-too-familiar measures begin to be taken against them.","1978"
"A Holiday for Love","Drama, Family, Romance, TV Movie",82630,"A man is sent to a small town to assess which of the workers in the local factory that supplies the town with jobs should get the boot when the downsizing begins. He gets sidetracked when he falls in love with a local, a cute single mom.","1996"
"Magic in Mount Holly","Romance",1000238,"A new gallery owner discovers that she can paint the future using a paintbrush left by Santa. As she discovers the true magic within herself, she also learns to love and be more confident.","2021"
"Beyond Tomorrow","Drama, Fantasy, Romance",31445,"The ghosts of three elderly industrialists killed in an airplane crash return to Earth to help reunite a young couple whom they initially brought together.","1940"
"Martin's Close","Horror, TV Movie",625719,"A young squire accused of murdering a young girl that did not return his feelings of love reveals a supernatural secret at his trial.","2019"
"Lucky Stiff","Comedy, Horror",133319,"Ron Douglas has no luck in women, and when his bride runs away on their wedding day, he goes on holiday up in the mountains, only to be reminded more of his misery when placed in the honey-moon wing of the hotel. However he finds love with Cynthia, a beautiful blonde, and his self esteem improves. Cynthia invites him for Christmas dinner, and he accepts, only to meet Cynthia's eccentric cannibal family, and finds out HE is the main course.","1988"
"Small Town Santa","Family, Comedy, Drama",306626,"On the eve of Christmas, Sheriff Rick Langston has lost his holiday spirit. But when he arrests a home intruder claiming to be Santa Claus, his world gets turned upside-down ! With the help of Lucy, the new girl in town, Santa helps show Rick that even when you feel that all is lost, love is all around you.","2014"
"A Holiday to Remember","TV Movie, Drama, Romance",144087,"Compassionate holiday romancer with Connie Sellecca as a divorced mother who takes young daughter Asia Vieira to her small South Carolina hometown in order to start a new life. Once there, Connie has trouble getting ready for Christmas as Randy Travis, her former boyfriend comes calling, and a runaway boy and social worker take up a lot of her and her daughter's attention. With Rue McClanahan, Don McManus. Based on Kathleen Creighton's ""A Christmas Love.","1995"
"Evenings on a Farm near Dikanka","Comedy, Fantasy, Romance",83429,"The story that happened on the farm near Dikanka on the night before Christmas, when the village blacksmith Vakula, having saddled the Devil, brought to his beloved Oksana, the daughter of a rich Cossack Chub, queen's ""сherevichki""(the little women shoes) from the capital — St. Petersburg.","1961"
"Joe Navidad","Western",99737,"In a small western town in Arizona called Jaspen, a boy is born on Christmas Day. Joseph ""Joe"" Novak is born in a makeshift shelter, but his mother, Marika Novak dies during childbirth. Because of the day he was born, the boy will be nicknamed Christmas Joe. Joe's father will never forgive him for the death of his wife, which will lead Joe toward a rebellious attitude. He will become a troubled teenager, and will end up learning how to shoot. Joe will also reject his father's pacific attitude.","1967"
"Secret Santa","Horror, Comedy",370238,"Secret Santa tells the story of a group of eccentric college kids, struggling to get through the hectic exam period. A liquor filled party is planned. Adding a Secret Santa exchange for fun. Little do our characters know - A killer is in town and has a special present for all the good (and bad) girls and boys.","2015"
"The Rise of the Nutters","Comedy",393398,"With Hugh in Australia and Glenn in Wales, Ollie is left in charge, feeding policies to junior minister Ben Swain. He is one of the 'Nutters', the group keen to take power when the P.M. resigns and keen to make a name for himself - which he does in the wrong sense when Jeremy Paxman skewers him on 'Newsnight'. This is music to Tucker's ears as it is in his interest for the P.M. to remain in power for as long as he can. Ollie's new girlfriend Emma is working for Shadow Minister Peter Mannion and hopes to impress by stealing one of Ollie's idea for use on their immigration policy though things do not go fully to plan.","2007"
"Special Delivery","Comedy",309920,"A bumbling courier at a private adoption agency botches the delivery of a baby to its new parents in time for Christmas when he misplaces their baby en route.  Special Delivery was a 2000 television film starring Andy Dick. It premiered on Fox Family on their 25 Days of Christmas programming block.","2000"
"Minions Jingle Bells","Animation, Family, Music",375186,"Many Minions are ready, just out and about, to sing the classic Christmas song, Jingle Bells!","2014"
"Joulubileet","Comedy",231472,"A story of Mike, just out of prison, and his buddies throwing a Christmas party under the most obscure circumstances is filled with juicy dialogue and plot twists that will definitely make your jaw drop – and have you chuckle for days after.","1996"
